"rec","presence","site","year","month","day","hour","minute","species","songtype"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,11,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,12,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,13,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,14,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,15,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,16,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,17,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,18,"Strix aluco","Common Song"
"20240924_201000.WAV",0,Winkeläcker,2024,9,24,20,19,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,35,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,36,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,37,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,38,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,39,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,40,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,41,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,42,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,43,"Strix aluco","Common Song"
"20240927_193500.WAV",0,Winkeläcker,2024,9,27,19,44,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,0,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,1,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,2,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,3,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,4,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,5,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,6,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,7,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,8,"Strix aluco","Common Song"
"20240924_190000.WAV",0,Winkeläcker,2024,9,24,19,9,"Strix aluco","Common Song"
"20240925_071500.WAV",0,Winkeläcker,2024,9,25,7,15,"Strix aluco","Common Song"
"20240925_071500.WAV",0,Winkeläcker,2024,9,25,7,16,"Strix aluco","Common Song"
"20240925_071500.WAV",0,Winkeläcker,2024,9,25,7,17,"Strix aluco","Common Song"
"20240925_071500.WAV",0,Winkeläcker,2024,9,25,7,18,"Strix aluco","Common Song"
